case_id,genre,diplome,anciennete_annees,verite_terrain,recommandation_ia,ia_visible,decision_humaine,recours,decision_finale,decision_at,final_at,reviewer_id,synthetic
SYN-00217,Femme,Master,3.2,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-27,,R-16,True
SYN-00218,Femme,Master,4.7,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-02-01,,R-21,True
SYN-00219,Femme,Licence,0.3,Favorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-04-03,,R-05,True
SYN-00220,Femme,Bac+2,0.9,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-01-27,,R-16,True
SYN-00221,Femme,Bac+2,9.8,Favorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-03-17,,R-01,True
SYN-00222,Femme,Master,0.1,Défavorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-02-26,,R-25,True
SYN-00223,Homme,Licence,6.2,Défavorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-02-16,,R-08,True
SYN-00224,Femme,Master,11.4,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-28,,R-15,True
SYN-00225,Homme,Master,4.7,Défavorable,Favorable,Visible,Défavorable,Non,Défavorable,2026-01-26,,R-27,True
SYN-00226,Femme,Bac+2,10.8,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-02-28,,R-03,True
SYN-00227,Homme,Licence,3.5,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-23,,R-03,True
SYN-00228,Femme,Master,1.4,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-15,,R-28,True
SYN-00229,Homme,Bac+2,3.0,Défavorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-02-20,,R-21,True
SYN-00230,Femme,Bac+2,3.7,Favorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-04-30,,R-15,True
SYN-00231,Femme,Bac+2,1.5,Favorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-02-24,,R-25,True
SYN-00232,Homme,Licence,5.4,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-30,,R-23,True
SYN-00233,Homme,Bac+2,5.3,Favorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-03-01,,R-26,True
SYN-00234,Homme,Bac+2,6.5,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-14,,R-25,True
SYN-00235,Homme,Master,6.0,Défavorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-02-15,,R-01,True
SYN-00236,Homme,Master,5.3,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-28,,R-26,True
SYN-00237,Femme,Bac+2,4.9,Favorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-03-15,,R-30,True
SYN-00238,Femme,Bac+2,5.0,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-27,,R-10,True
SYN-00239,Femme,Bac+2,3.3,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-19,,R-12,True
SYN-00240,Homme,Master,5.9,Défavorable,Favorable,Masquée,Défavorable,Oui,Défavorable,2026-01-07,2026-01-17,R-12,True
SYN-00241,Femme,Master,3.2,Favorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-04-25,,R-04,True
SYN-00242,Homme,Master,3.6,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-02-19,,R-28,True
SYN-00243,Homme,Master,3.4,Défavorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-01-28,,R-23,True
SYN-00244,Homme,Licence,8.6,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-26,,R-22,True
SYN-00245,Homme,Licence,4.6,Défavorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-04-06,,R-02,True
SYN-00246,Homme,Master,2.3,Favorable,Favorable,Masquée,Défavorable,Oui,Défavorable,2026-04-10,2026-05-18,R-04,True
SYN-00247,Femme,Bac+2,3.4,Favorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-01-31,,R-16,True
SYN-00248,Femme,Licence,2.1,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-25,,R-29,True
SYN-00249,Femme,Bac+2,2.1,Favorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-02-01,,R-27,True
SYN-00250,Femme,Master,8.9,Défavorable,Défavorable,Visible,Défavorable,Oui,Favorable,2026-02-21,2026-03-17,R-30,True
SYN-00251,Homme,Licence,6.8,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-01,,R-01,True
SYN-00252,Femme,Master,1.1,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-02-19,,R-15,True
SYN-00253,Homme,Bac+2,6.2,Favorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-04-24,,R-12,True
SYN-00254,Femme,Bac+2,4.8,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-03-05,,R-08,True
SYN-00255,Femme,Licence,4.1,Favorable,Défavorable,Masquée,Défavorable,Oui,Défavorable,2026-02-09,2026-03-16,R-09,True
SYN-00256,Femme,Licence,5.2,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-18,,R-19,True
SYN-00257,Femme,Licence,6.3,Défavorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-01-23,2026-01-30,R-17,True
SYN-00258,Homme,Master,3.7,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-31,,R-24,True
SYN-00259,Homme,Bac+2,6.7,Défavorable,Défavorable,Visible,Favorable,Non,Favorable,2026-04-15,,R-09,True
SYN-00260,Femme,Licence,17.5,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-07,,R-28,True
SYN-00261,Femme,Master,1.8,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-02-03,,R-22,True
SYN-00262,Homme,Master,4.2,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-27,,R-14,True
SYN-00263,Homme,Bac+2,11.3,Défavorable,Défavorable,Visible,Favorable,Non,Favorable,2026-04-07,,R-17,True
SYN-00264,Femme,Master,9.6,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-02-14,,R-04,True
SYN-00265,Homme,Licence,2.9,Défavorable,Défavorable,Visible,Favorable,Non,Favorable,2026-01-29,,R-29,True
SYN-00266,Homme,Bac+2,4.5,Favorable,Favorable,Visible,Défavorable,Oui,Favorable,2026-04-12,2026-05-14,R-17,True
SYN-00267,Femme,Bac+2,2.4,Favorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-01-30,,R-21,True
SYN-00268,Homme,Bac+2,11.7,Favorable,Défavorable,Visible,Favorable,Non,Favorable,2026-03-22,,R-13,True
SYN-00269,Femme,Bac+2,2.8,Défavorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-04-16,2026-05-20,R-10,True
SYN-00270,Homme,Master,5.3,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-31,,R-04,True
SYN-00271,Homme,Licence,2.5,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-01,,R-27,True
SYN-00272,Femme,Bac+2,8.2,Défavorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-01-31,2026-03-10,R-14,True
SYN-00273,Homme,Licence,6.1,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-03,,R-26,True
SYN-00274,Homme,Licence,14.6,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-11,,R-29,True
SYN-00275,Femme,Master,3.4,Favorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-04-02,,R-11,True
SYN-00276,Femme,Licence,2.5,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-04-28,,R-19,True
SYN-00277,Homme,Licence,2.8,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-18,,R-03,True
SYN-00278,Homme,Master,2.5,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-20,,R-24,True
SYN-00279,Homme,Bac+2,1.0,Défavorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-01-15,2026-01-25,R-12,True
SYN-00280,Femme,Master,8.6,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-08,,R-12,True
SYN-00281,Homme,Master,4.0,Défavorable,Favorable,Visible,Défavorable,Oui,Défavorable,2026-04-11,2026-05-13,R-20,True
SYN-00282,Femme,Bac+2,6.4,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-04-07,,R-02,True
SYN-00283,Femme,Bac+2,11.1,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-04-12,,R-30,True
SYN-00284,Femme,Master,2.5,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-02-07,,R-18,True
SYN-00285,Femme,Bac+2,6.9,Favorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-01-26,,R-20,True
SYN-00286,Homme,Master,2.0,Défavorable,Défavorable,Visible,Favorable,Non,Favorable,2026-04-26,,R-03,True
SYN-00287,Femme,Master,4.7,Défavorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-04-17,,R-16,True
SYN-00288,Femme,Master,6.0,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-24,,R-04,True
SYN-00289,Homme,Master,5.3,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-25,,R-16,True
SYN-00290,Homme,Bac+2,3.6,Défavorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-02-04,,R-19,True
SYN-00291,Homme,Bac+2,10.7,Défavorable,Favorable,Visible,Défavorable,Oui,Défavorable,2026-01-11,2026-01-17,R-25,True
SYN-00292,Femme,Master,2.4,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-04,,R-16,True
SYN-00293,Femme,Bac+2,5.4,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-22,,R-14,True
SYN-00294,Femme,Master,2.6,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-09,,R-10,True
SYN-00295,Femme,Licence,5.2,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-04-21,,R-02,True
SYN-00296,Homme,Bac+2,13.9,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-04,,R-15,True
SYN-00297,Femme,Bac+2,2.2,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-03-16,,R-30,True
SYN-00298,Femme,Bac+2,2.5,Favorable,Favorable,Masquée,Défavorable,Oui,Défavorable,2026-03-22,2026-04-19,R-07,True
SYN-00299,Homme,Master,5.1,Défavorable,Défavorable,Visible,Défavorable,Oui,Favorable,2026-01-28,2026-02-28,R-22,True
SYN-00300,Femme,Bac+2,2.1,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-02-19,,R-11,True
SYN-00301,Homme,Master,2.6,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-31,,R-06,True
SYN-00302,Femme,Bac+2,11.0,Défavorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-03-24,2026-04-07,R-23,True
SYN-00303,Femme,Bac+2,5.9,Favorable,Défavorable,Masquée,Défavorable,Oui,Favorable,2026-01-11,2026-01-19,R-22,True
SYN-00304,Femme,Bac+2,9.3,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-04-26,,R-30,True
SYN-00305,Homme,Licence,1.7,Défavorable,Défavorable,Visible,Favorable,Non,Favorable,2026-03-31,,R-26,True
SYN-00306,Femme,Licence,10.0,Favorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-03-05,,R-28,True
SYN-00307,Femme,Master,3.3,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-21,,R-04,True
SYN-00308,Femme,Bac+2,6.2,Favorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-04-28,,R-08,True
SYN-00309,Femme,Licence,0.5,Défavorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-02-02,,R-04,True
SYN-00310,Homme,Licence,8.2,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-01,,R-05,True
SYN-00311,Femme,Master,7.4,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-09,,R-06,True
SYN-00312,Homme,Master,3.4,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-25,,R-26,True
SYN-00313,Femme,Licence,6.1,Favorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-04-14,,R-06,True
SYN-00314,Femme,Bac+2,3.3,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-04-12,,R-02,True
SYN-00315,Femme,Master,0.8,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-29,,R-12,True
SYN-00316,Femme,Licence,1.9,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-02-05,,R-04,True
SYN-00317,Femme,Licence,14.6,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-28,,R-13,True
SYN-00318,Femme,Bac+2,2.7,Défavorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-01-23,,R-29,True
SYN-00319,Homme,Licence,8.5,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-02-05,,R-19,True
SYN-00320,Homme,Licence,3.4,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-28,,R-08,True
SYN-00321,Homme,Master,3.4,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-15,,R-14,True
SYN-00322,Femme,Licence,18.0,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-17,,R-07,True
SYN-00323,Femme,Bac+2,0.4,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-02,,R-25,True
SYN-00324,Femme,Licence,14.6,Favorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-04-28,,R-17,True
SYN-00325,Homme,Bac+2,7.5,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-06,,R-05,True
SYN-00326,Femme,Licence,3.6,Favorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-01-24,2026-02-25,R-16,True
SYN-00327,Femme,Licence,15.4,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-13,,R-16,True
SYN-00328,Homme,Bac+2,3.5,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-24,,R-12,True
SYN-00329,Femme,Licence,8.0,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-07,,R-11,True
SYN-00330,Femme,Bac+2,5.5,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-31,,R-29,True
SYN-00331,Femme,Licence,11.5,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-19,,R-09,True
SYN-00332,Homme,Licence,6.8,Favorable,Défavorable,Visible,Favorable,Non,Favorable,2026-03-01,,R-28,True
SYN-00333,Homme,Licence,3.1,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-03,,R-01,True
SYN-00334,Femme,Licence,6.7,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-21,,R-28,True
SYN-00335,Femme,Bac+2,2.6,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-02-12,,R-28,True
SYN-00336,Homme,Master,4.2,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-03,,R-22,True
SYN-00337,Femme,Bac+2,3.5,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-01-28,,R-03,True
SYN-00338,Femme,Bac+2,8.3,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-03-16,,R-25,True
SYN-00339,Femme,Bac+2,1.7,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-02-06,,R-29,True
SYN-00340,Femme,Master,13.1,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-31,,R-12,True
SYN-00341,Homme,Bac+2,1.9,Favorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-03-06,,R-15,True
SYN-00342,Homme,Licence,6.6,Favorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-01-28,,R-25,True
SYN-00343,Homme,Licence,5.3,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-04-12,,R-29,True
SYN-00344,Femme,Master,9.9,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-15,,R-08,True
SYN-00345,Femme,Master,3.3,Favorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-02-21,,R-30,True
SYN-00346,Femme,Bac+2,9.5,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-05,,R-07,True
SYN-00347,Femme,Master,3.4,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-04-12,,R-25,True
SYN-00348,Femme,Licence,5.3,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-04-28,,R-03,True
SYN-00349,Femme,Master,3.3,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-03-09,,R-27,True
SYN-00350,Homme,Bac+2,7.1,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-15,,R-05,True
SYN-00351,Femme,Licence,0.9,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-04-20,,R-09,True
SYN-00352,Femme,Master,4.9,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-08,,R-30,True
SYN-00353,Homme,Bac+2,10.7,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-02-13,,R-21,True
SYN-00354,Femme,Master,2.9,Favorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-02-20,,R-13,True
SYN-00355,Femme,Bac+2,7.1,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-15,,R-20,True
SYN-00356,Homme,Licence,12.6,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-02-23,,R-28,True
SYN-00357,Homme,Master,11.6,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-04-21,,R-12,True
SYN-00358,Femme,Licence,9.1,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-04-22,,R-13,True
SYN-00359,Homme,Master,1.9,Défavorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-04-22,2026-05-04,R-15,True
SYN-00360,Femme,Bac+2,5.1,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-04-11,,R-13,True
SYN-00361,Femme,Licence,11.6,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-13,,R-21,True
SYN-00362,Homme,Licence,8.4,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-10,,R-14,True
SYN-00363,Femme,Bac+2,0.3,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-02-01,,R-01,True
SYN-00364,Femme,Master,15.5,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-21,,R-15,True
SYN-00365,Femme,Bac+2,4.2,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-03,,R-15,True
SYN-00366,Femme,Master,7.1,Favorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-04-12,,R-12,True
SYN-00367,Homme,Licence,4.9,Favorable,Favorable,Visible,Défavorable,Non,Défavorable,2026-01-08,,R-23,True
SYN-00368,Homme,Master,7.3,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-10,,R-28,True
SYN-00369,Femme,Bac+2,7.5,Favorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-04-01,2026-04-18,R-20,True
SYN-00370,Homme,Licence,6.5,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-02-17,,R-13,True
SYN-00371,Homme,Master,3.0,Favorable,Favorable,Masquée,Défavorable,Oui,Défavorable,2026-04-14,2026-05-28,R-17,True
SYN-00372,Homme,Bac+2,3.2,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-04-07,,R-19,True
SYN-00373,Femme,Licence,4.7,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-15,,R-02,True
SYN-00374,Homme,Licence,3.9,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-24,,R-18,True
SYN-00375,Femme,Bac+2,0.7,Défavorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-03-10,,R-01,True
SYN-00376,Homme,Licence,6.7,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-16,,R-29,True
SYN-00377,Homme,Licence,6.5,Défavorable,Défavorable,Visible,Favorable,Non,Favorable,2026-02-10,,R-15,True
SYN-00378,Homme,Master,14.7,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-20,,R-15,True
SYN-00379,Femme,Bac+2,14.6,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-13,,R-14,True
SYN-00380,Femme,Master,1.6,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-18,,R-02,True
SYN-00381,Femme,Licence,4.9,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-05,,R-06,True
SYN-00382,Femme,Master,3.3,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-02-19,,R-20,True
SYN-00383,Femme,Licence,3.7,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-27,,R-04,True
SYN-00384,Femme,Bac+2,3.6,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-03-16,,R-04,True
SYN-00385,Femme,Master,13.5,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-04,,R-03,True
SYN-00386,Homme,Master,7.9,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-23,,R-09,True
SYN-00387,Homme,Licence,6.6,Favorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-04-07,,R-24,True
SYN-00388,Femme,Licence,3.2,Favorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-04-02,,R-26,True
SYN-00389,Homme,Master,3.7,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-27,,R-24,True
SYN-00390,Homme,Bac+2,5.1,Favorable,Défavorable,Masquée,Défavorable,Oui,Favorable,2026-03-30,2026-04-24,R-01,True
SYN-00391,Homme,Bac+2,4.6,Favorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-01-18,,R-02,True
SYN-00392,Femme,Master,11.9,Favorable,Favorable,Masquée,Défavorable,Oui,Défavorable,2026-03-29,2026-04-05,R-05,True
SYN-00393,Homme,Master,4.5,Défavorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-04-04,2026-04-15,R-09,True
SYN-00394,Homme,Licence,7.8,Favorable,Défavorable,Visible,Défavorable,Oui,Favorable,2026-01-05,2026-02-03,R-12,True
SYN-00395,Femme,Master,3.8,Défavorable,Défavorable,Masquée,Défavorable,Oui,Défavorable,2026-02-10,2026-03-24,R-26,True
SYN-00396,Homme,Licence,5.9,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-13,,R-02,True
SYN-00397,Homme,Licence,2.0,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-01-24,,R-17,True
SYN-00398,Femme,Licence,9.5,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-13,,R-09,True
SYN-00399,Homme,Bac+2,9.3,Favorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-02-09,,R-19,True
SYN-00400,Femme,Master,5.2,Favorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-01-29,,R-08,True
SYN-00401,Femme,Bac+2,4.3,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-01-05,,R-10,True
SYN-00402,Homme,Bac+2,6.9,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-02-06,,R-28,True
SYN-00403,Homme,Master,3.9,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-02-27,,R-06,True
SYN-00404,Homme,Licence,8.1,Favorable,Favorable,Masquée,Défavorable,Oui,Favorable,2026-01-20,2026-02-26,R-16,True
SYN-00405,Homme,Licence,14.8,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-04,,R-28,True
SYN-00406,Femme,Bac+2,5.4,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-02-19,,R-15,True
SYN-00407,Femme,Master,2.6,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-09,,R-28,True
SYN-00408,Homme,Licence,5.8,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-26,,R-11,True
SYN-00409,Homme,Licence,2.3,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-04-15,,R-01,True
SYN-00410,Homme,Licence,3.3,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-04,,R-28,True
SYN-00411,Homme,Master,4.7,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-03-19,,R-26,True
SYN-00412,Homme,Licence,2.2,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-02-10,,R-16,True
SYN-00413,Femme,Master,4.4,Favorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-03-18,,R-07,True
SYN-00414,Homme,Master,7.3,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-23,,R-04,True
SYN-00415,Femme,Bac+2,5.4,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-01-26,,R-28,True
SYN-00416,Femme,Bac+2,4.2,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-18,,R-04,True
SYN-00417,Homme,Licence,2.3,Défavorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-03-12,2026-04-26,R-25,True
SYN-00418,Femme,Licence,2.2,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-04-30,,R-21,True
SYN-00419,Homme,Licence,11.0,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-18,,R-05,True
SYN-00420,Homme,Licence,7.5,Défavorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-01-03,2026-01-08,R-18,True
SYN-00421,Femme,Master,1.9,Défavorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-03-27,,R-15,True
SYN-00422,Femme,Licence,0.9,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-09,,R-24,True
SYN-00423,Femme,Licence,9.1,Favorable,Défavorable,Masquée,Défavorable,Oui,Favorable,2026-03-22,2026-03-30,R-30,True
SYN-00424,Homme,Licence,4.8,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-21,,R-15,True
SYN-00425,Homme,Bac+2,6.2,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-03,,R-20,True
SYN-00426,Homme,Bac+2,0.4,Défavorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-02-21,2026-03-03,R-19,True
SYN-00427,Homme,Licence,11.3,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-24,,R-24,True
SYN-00428,Homme,Licence,3.1,Favorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-01-21,2026-02-13,R-14,True
SYN-00429,Homme,Licence,5.4,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-27,,R-14,True
SYN-00430,Femme,Master,3.7,Favorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-02-21,,R-30,True
SYN-00431,Femme,Bac+2,14.1,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-04-13,,R-21,True
SYN-00432,Homme,Master,0.7,Défavorable,Défavorable,Visible,Favorable,Non,Favorable,2026-03-16,,R-01,True
SYN-00433,Homme,Bac+2,2.2,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-02-22,,R-21,True
SYN-00434,Homme,Master,16.0,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-01,,R-09,True
SYN-00435,Homme,Bac+2,4.1,Défavorable,Favorable,Visible,Défavorable,Oui,Défavorable,2026-01-28,2026-02-25,R-26,True
