status,duration_months,credit_history,purpose,amount_dm,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,age_group
200_plus_dm,18,all_repaid_at_bank,furniture_equipment,1800,unknown_or_none,1_to_4_years,4,male_married_or_widowed,none,2,savings_or_life_insurance,24,none,rent,2,skilled_employee_or_official,2,no,no,good,under_25
200_plus_dm,24,repaid_to_date,used_car,4151,below_100_dm,1_to_4_years,2,male_married_or_widowed,none,3,car_or_other,35,none,rent,2,skilled_employee_or_official,2,no,no,good,35_49
below_0_dm,15,no_or_repaid_credits,domestic_appliances,2631,below_100_dm,1_to_4_years,3,female_non_single_or_male_single,none,2,unknown_or_none,25,none,rent,1,resident_unskilled,2,no,no,good,25_34
200_plus_dm,21,no_or_repaid_credits,new_car,5248,1000_plus_dm,1_to_4_years,1,male_married_or_widowed,none,3,savings_or_life_insurance,26,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
below_0_dm,18,repaid_to_date,other,2899,1000_plus_dm,7_plus_years,4,male_married_or_widowed,none,4,savings_or_life_insurance,43,none,rent,1,skilled_employee_or_official,1,no,no,good,35_49
below_0_dm,18,repaid_to_date,domestic_appliances,6204,unknown_or_none,1_to_4_years,2,male_married_or_widowed,none,4,unknown_or_none,44,none,rent,1,resident_unskilled,1,yes,no,good,35_49
200_plus_dm,12,no_or_repaid_credits,furniture_equipment,804,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,4,savings_or_life_insurance,38,none,rent,1,skilled_employee_or_official,2,no,no,good,35_49
200_plus_dm,36,no_or_repaid_credits,furniture_equipment,3595,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,2,savings_or_life_insurance,28,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,36,all_repaid_at_bank,new_car,5711,500_to_1000_dm,7_plus_years,4,male_married_or_widowed,none,2,savings_or_life_insurance,38,none,rent,2,manager_or_self_employed,2,yes,no,good,35_49
0_to_200_dm,15,no_or_repaid_credits,retraining,2687,unknown_or_none,4_to_7_years,2,male_married_or_widowed,none,4,car_or_other,26,none,free,1,skilled_employee_or_official,2,yes,no,good,25_34
no_checking_account,15,repaid_to_date,used_car,3643,unknown_or_none,7_plus_years,1,female_non_single_or_male_single,none,4,car_or_other,27,none,rent,2,resident_unskilled,2,no,no,good,25_34
200_plus_dm,10,all_repaid_at_bank,used_car,2146,unknown_or_none,under_1_year,1,female_non_single_or_male_single,none,3,unknown_or_none,23,none,free,2,skilled_employee_or_official,2,no,no,good,under_25
no_checking_account,10,no_or_repaid_credits,furniture_equipment,2315,unknown_or_none,7_plus_years,3,male_married_or_widowed,none,4,unknown_or_none,52,none,rent,1,resident_unskilled,2,no,no,good,50_plus
200_plus_dm,5,no_or_repaid_credits,retraining,3448,unknown_or_none,4_to_7_years,1,male_married_or_widowed,none,4,unknown_or_none,74,none,rent,1,resident_unskilled,2,no,no,good,50_plus
200_plus_dm,15,no_or_repaid_credits,used_car,2708,unknown_or_none,under_1_year,2,male_married_or_widowed,none,3,car_or_other,27,bank,rent,2,resident_unskilled,2,no,no,good,25_34
200_plus_dm,11,all_repaid_at_bank,other,1393,unknown_or_none,under_1_year,4,female_non_single_or_male_single,none,4,savings_or_life_insurance,35,none,rent,2,manager_or_self_employed,2,no,no,good,35_49
0_to_200_dm,10,no_or_repaid_credits,used_car,1275,unknown_or_none,under_1_year,4,female_non_single_or_male_single,none,2,car_or_other,23,none,rent,1,skilled_employee_or_official,2,no,no,good,under_25
200_plus_dm,9,no_or_repaid_credits,used_car,1313,unknown_or_none,7_plus_years,1,male_married_or_widowed,none,4,savings_or_life_insurance,20,none,rent,1,skilled_employee_or_official,2,no,no,good,under_25
200_plus_dm,12,no_or_repaid_credits,furniture_equipment,1493,unknown_or_none,under_1_year,4,female_non_single_or_male_single,none,3,savings_or_life_insurance,34,none,rent,1,skilled_employee_or_official,1,no,no,good,25_34
200_plus_dm,22,no_or_repaid_credits,furniture_equipment,2675,100_to_500_dm,7_plus_years,3,male_married_or_widowed,none,4,savings_or_life_insurance,40,none,rent,1,skilled_employee_or_official,2,no,no,good,35_49
below_0_dm,9,no_or_repaid_credits,furniture_equipment,2118,unknown_or_none,1_to_4_years,2,male_married_or_widowed,none,2,unknown_or_none,37,none,rent,1,resident_unskilled,1,no,no,good,35_49
200_plus_dm,36,no_or_repaid_credits,other,909,100_to_500_dm,7_plus_years,4,male_married_or_widowed,none,4,car_or_other,36,none,rent,1,skilled_employee_or_official,2,no,no,good,35_49
200_plus_dm,12,all_repaid_at_bank,used_car,1258,unknown_or_none,under_1_year,2,female_non_single_or_male_single,none,4,car_or_other,22,none,free,2,resident_unskilled,2,no,no,good,under_25
200_plus_dm,15,critical_or_other_credits,furniture_equipment,1569,below_100_dm,7_plus_years,4,male_married_or_widowed,none,4,savings_or_life_insurance,34,bank,rent,1,resident_unskilled,1,no,no,good,25_34
200_plus_dm,6,no_or_repaid_credits,new_car,1236,100_to_500_dm,1_to_4_years,2,male_married_or_widowed,none,4,car_or_other,50,none,free,1,skilled_employee_or_official,2,no,no,good,50_plus
200_plus_dm,36,repaid_to_date,used_car,7678,100_to_500_dm,4_to_7_years,2,female_non_single_or_male_single,none,4,savings_or_life_insurance,40,none,rent,2,skilled_employee_or_official,2,yes,no,good,35_49
200_plus_dm,6,no_or_repaid_credits,domestic_appliances,660,100_to_500_dm,4_to_7_years,2,female_single,none,4,unknown_or_none,23,none,free,1,resident_unskilled,2,no,no,good,under_25
200_plus_dm,24,no_or_repaid_credits,used_car,2835,100_to_500_dm,7_plus_years,3,male_married_or_widowed,none,4,car_or_other,53,none,rent,1,skilled_employee_or_official,2,no,no,good,50_plus
200_plus_dm,24,no_or_repaid_credits,new_car,2670,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,4,savings_or_life_insurance,35,none,rent,1,manager_or_self_employed,2,yes,no,good,35_49
200_plus_dm,12,critical_or_other_credits,vacation,3447,100_to_500_dm,1_to_4_years,4,female_non_single_or_male_single,none,3,unknown_or_none,35,none,rent,1,resident_unskilled,1,no,no,good,35_49
200_plus_dm,15,no_or_repaid_credits,furniture_equipment,3568,unknown_or_none,7_plus_years,4,female_non_single_or_male_single,none,2,savings_or_life_insurance,54,bank,free,1,manager_or_self_employed,2,yes,no,good,50_plus
below_0_dm,21,all_repaid_at_bank,retraining,3652,unknown_or_none,4_to_7_years,2,male_married_or_widowed,none,3,car_or_other,27,none,rent,2,skilled_employee_or_official,2,no,no,good,25_34
no_checking_account,24,no_or_repaid_credits,furniture_equipment,3660,unknown_or_none,1_to_4_years,2,female_non_single_or_male_single,none,4,savings_or_life_insurance,28,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
0_to_200_dm,9,no_or_repaid_credits,furniture_equipment,1126,below_100_dm,7_plus_years,2,male_divorced_or_separated,none,4,unknown_or_none,49,none,rent,1,skilled_employee_or_official,2,no,no,good,35_49
0_to_200_dm,6,repaid_to_date,furniture_equipment,683,unknown_or_none,under_1_year,2,female_non_single_or_male_single,none,1,car_or_other,29,bank,rent,1,skilled_employee_or_official,2,no,no,good,25_34
0_to_200_dm,12,no_or_repaid_credits,used_car,2251,unknown_or_none,1_to_4_years,1,female_non_single_or_male_single,none,2,savings_or_life_insurance,46,none,rent,1,resident_unskilled,2,no,no,good,35_49
200_plus_dm,12,no_or_repaid_credits,new_car,4675,1000_plus_dm,under_1_year,1,female_non_single_or_male_single,none,4,savings_or_life_insurance,20,none,free,1,skilled_employee_or_official,2,no,no,good,under_25
below_0_dm,21,repaid_to_date,other,2353,unknown_or_none,1_to_4_years,1,male_divorced_or_separated,none,4,car_or_other,47,none,rent,2,skilled_employee_or_official,2,no,no,good,35_49
no_checking_account,21,no_or_repaid_credits,furniture_equipment,3357,500_to_1000_dm,under_1_year,4,female_non_single_or_male_single,none,2,savings_or_life_insurance,29,bank,rent,1,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,6,no_or_repaid_credits,other,672,unknown_or_none,unemployed,1,female_non_single_or_male_single,none,4,unknown_or_none,54,none,rent,1,unemployed_or_nonresident_unskilled,2,yes,no,good,50_plus
no_checking_account,6,all_repaid_at_bank,furniture_equipment,338,100_to_500_dm,7_plus_years,4,male_married_or_widowed,none,4,savings_or_life_insurance,52,none,rent,2,skilled_employee_or_official,2,no,no,good,50_plus
200_plus_dm,9,no_or_repaid_credits,furniture_equipment,2697,unknown_or_none,1_to_4_years,1,male_married_or_widowed,none,2,unknown_or_none,32,none,rent,1,skilled_employee_or_official,1,no,no,good,25_34
200_plus_dm,9,no_or_repaid_credits,other,2507,100_to_500_dm,7_plus_years,2,male_married_or_widowed,none,4,real_estate,51,none,own,1,resident_unskilled,2,no,no,good,50_plus
200_plus_dm,15,repaid_to_date,furniture_equipment,1478,unknown_or_none,1_to_4_years,4,female_single,none,3,unknown_or_none,33,bank,rent,2,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,12,all_repaid_at_bank,repairs,3565,1000_plus_dm,under_1_year,2,male_married_or_widowed,none,1,car_or_other,37,none,rent,2,resident_unskilled,1,no,no,good,35_49
200_plus_dm,15,no_or_repaid_credits,used_car,2221,100_to_500_dm,1_to_4_years,2,female_non_single_or_male_single,none,4,savings_or_life_insurance,20,none,free,1,skilled_employee_or_official,2,no,no,good,under_25
200_plus_dm,6,all_repaid_at_bank,furniture_equipment,1898,1000_plus_dm,1_to_4_years,1,male_married_or_widowed,none,2,unknown_or_none,34,none,rent,2,resident_unskilled,1,no,no,good,25_34
below_0_dm,6,repaid_to_date,retraining,1449,below_100_dm,7_plus_years,1,male_divorced_or_separated,none,2,savings_or_life_insurance,31,bank,rent,2,skilled_employee_or_official,1,no,no,good,25_34
200_plus_dm,15,repaid_to_date,used_car,960,500_to_1000_dm,4_to_7_years,3,female_non_single_or_male_single,none,2,car_or_other,30,none,rent,2,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,36,no_or_repaid_credits,new_car,8133,unknown_or_none,1_to_4_years,1,female_non_single_or_male_single,none,2,car_or_other,30,bank,rent,1,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,9,no_or_repaid_credits,used_car,2301,below_100_dm,under_1_year,2,female_non_single_or_male_single,none,4,car_or_other,22,none,free,1,skilled_employee_or_official,2,no,no,good,under_25
200_plus_dm,6,repaid_to_date,retraining,1743,below_100_dm,1_to_4_years,1,male_married_or_widowed,none,2,unknown_or_none,34,none,rent,2,resident_unskilled,2,no,no,good,25_34
below_0_dm,12,no_or_repaid_credits,used_car,983,500_to_1000_dm,under_1_year,1,female_non_single_or_male_single,none,4,unknown_or_none,19,none,free,1,resident_unskilled,2,no,no,good,under_25
200_plus_dm,18,repaid_to_date,furniture_equipment,2320,unknown_or_none,unemployed,2,female_single,none,3,unknown_or_none,34,none,rent,2,skilled_employee_or_official,2,no,no,good,25_34
no_checking_account,12,critical_or_other_credits,vacation,339,unknown_or_none,7_plus_years,4,female_single,none,1,savings_or_life_insurance,45,bank,rent,1,resident_unskilled,2,no,no,good,35_49
0_to_200_dm,24,no_or_repaid_credits,furniture_equipment,5152,unknown_or_none,4_to_7_years,4,male_married_or_widowed,none,2,savings_or_life_insurance,25,bank,rent,1,skilled_employee_or_official,2,no,no,good,25_34
0_to_200_dm,24,no_or_repaid_credits,used_car,3749,unknown_or_none,under_1_year,2,female_non_single_or_male_single,none,4,savings_or_life_insurance,26,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,9,all_repaid_at_bank,furniture_equipment,3074,1000_plus_dm,1_to_4_years,1,male_married_or_widowed,none,2,unknown_or_none,33,none,rent,2,skilled_employee_or_official,1,no,no,good,25_34
0_to_200_dm,9,no_or_repaid_credits,furniture_equipment,745,unknown_or_none,1_to_4_years,3,female_non_single_or_male_single,none,2,unknown_or_none,28,none,rent,1,resident_unskilled,2,no,no,bad,25_34
200_plus_dm,24,no_or_repaid_credits,other,1469,below_100_dm,7_plus_years,4,female_single,none,4,unknown_or_none,41,none,free,1,resident_unskilled,2,no,no,good,35_49
no_checking_account,6,no_or_repaid_credits,used_car,1374,unknown_or_none,1_to_4_years,1,male_married_or_widowed,none,2,unknown_or_none,36,bank,rent,1,resident_unskilled,2,yes,no,good,35_49
200_plus_dm,6,critical_or_other_credits,other,783,1000_plus_dm,1_to_4_years,1,male_married_or_widowed,guarantor,2,unknown_or_none,26,stores,rent,1,resident_unskilled,1,no,no,good,25_34
no_checking_account,21,no_or_repaid_credits,furniture_equipment,2606,unknown_or_none,under_1_year,4,female_non_single_or_male_single,none,4,car_or_other,28,none,free,1,manager_or_self_employed,2,yes,no,good,25_34
200_plus_dm,54,past_delay,new_car,9436,1000_plus_dm,1_to_4_years,2,male_married_or_widowed,none,2,car_or_other,39,none,rent,1,resident_unskilled,1,no,no,good,35_49
200_plus_dm,12,all_repaid_at_bank,furniture_equipment,930,1000_plus_dm,7_plus_years,4,male_married_or_widowed,none,4,unknown_or_none,65,none,rent,4,skilled_employee_or_official,2,no,no,good,50_plus
200_plus_dm,48,all_repaid_at_bank,new_car,2751,1000_plus_dm,7_plus_years,4,male_married_or_widowed,none,3,savings_or_life_insurance,38,none,rent,2,skilled_employee_or_official,1,yes,no,good,35_49
200_plus_dm,6,all_repaid_at_bank,other,250,500_to_1000_dm,1_to_4_years,2,female_non_single_or_male_single,none,2,unknown_or_none,41,bank,rent,2,resident_unskilled,2,no,no,good,35_49
below_0_dm,24,no_or_repaid_credits,other,1201,unknown_or_none,under_1_year,4,male_married_or_widowed,none,1,car_or_other,26,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
no_checking_account,6,no_or_repaid_credits,other,662,unknown_or_none,under_1_year,3,male_married_or_widowed,none,4,unknown_or_none,41,none,rent,1,resident_unskilled,1,yes,no,good,35_49
200_plus_dm,15,no_or_repaid_credits,new_car,1300,1000_plus_dm,7_plus_years,4,male_married_or_widowed,none,4,real_estate,45,bank,own,1,skilled_employee_or_official,1,no,no,good,35_49
200_plus_dm,24,critical_or_other_credits,retraining,1559,unknown_or_none,4_to_7_years,4,male_married_or_widowed,none,4,savings_or_life_insurance,40,bank,rent,1,skilled_employee_or_official,2,yes,no,good,35_49
0_to_200_dm,12,no_or_repaid_credits,furniture_equipment,3016,unknown_or_none,1_to_4_years,3,female_single,none,1,savings_or_life_insurance,24,none,rent,1,skilled_employee_or_official,2,no,no,good,under_25
200_plus_dm,15,all_repaid_at_bank,furniture_equipment,1360,unknown_or_none,1_to_4_years,4,male_married_or_widowed,none,2,car_or_other,31,none,rent,2,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,6,past_delay,other,1204,below_100_dm,1_to_4_years,4,male_married_or_widowed,none,1,real_estate,35,bank,free,1,skilled_employee_or_official,2,no,yes,good,35_49
200_plus_dm,10,no_or_repaid_credits,other,1597,100_to_500_dm,1_to_4_years,3,male_married_or_widowed,none,2,real_estate,40,none,free,1,resident_unskilled,1,no,yes,good,35_49
200_plus_dm,12,no_or_repaid_credits,furniture_equipment,2073,below_100_dm,1_to_4_years,4,female_non_single_or_male_single,co_applicant,2,unknown_or_none,28,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,11,no_or_repaid_credits,retraining,2142,500_to_1000_dm,7_plus_years,1,male_divorced_or_separated,none,2,unknown_or_none,28,none,rent,1,skilled_employee_or_official,2,yes,no,good,25_34
no_checking_account,10,all_repaid_at_bank,used_car,2132,1000_plus_dm,under_1_year,2,female_non_single_or_male_single,co_applicant,3,unknown_or_none,27,none,free,2,skilled_employee_or_official,2,no,yes,good,25_34
200_plus_dm,10,no_or_repaid_credits,other,1546,unknown_or_none,1_to_4_years,3,male_married_or_widowed,none,2,unknown_or_none,31,none,rent,1,resident_unskilled,1,no,yes,good,25_34
200_plus_dm,24,all_repaid_at_bank,other,1287,500_to_1000_dm,7_plus_years,4,female_non_single_or_male_single,none,4,unknown_or_none,37,none,rent,2,skilled_employee_or_official,2,yes,no,good,35_49
200_plus_dm,10,no_or_repaid_credits,other,1418,below_100_dm,1_to_4_years,3,male_married_or_widowed,none,2,unknown_or_none,35,none,free,1,resident_unskilled,2,no,yes,good,35_49
0_to_200_dm,6,all_repaid_at_bank,other,1343,unknown_or_none,7_plus_years,1,male_married_or_widowed,none,4,unknown_or_none,46,none,rent,2,skilled_employee_or_official,1,no,yes,good,35_49
200_plus_dm,18,no_or_repaid_credits,other,2662,1000_plus_dm,4_to_7_years,4,male_married_or_widowed,none,3,car_or_other,32,none,rent,1,skilled_employee_or_official,2,no,yes,good,25_34
200_plus_dm,18,all_repaid_at_bank,furniture_equipment,6070,unknown_or_none,7_plus_years,3,male_married_or_widowed,none,4,savings_or_life_insurance,33,none,rent,2,skilled_employee_or_official,2,yes,no,good,25_34
200_plus_dm,24,all_repaid_at_bank,repairs,1927,1000_plus_dm,1_to_4_years,3,female_non_single_or_male_single,none,2,savings_or_life_insurance,33,none,rent,2,skilled_employee_or_official,2,yes,no,good,25_34
200_plus_dm,18,all_repaid_at_bank,furniture_equipment,2404,unknown_or_none,1_to_4_years,2,female_non_single_or_male_single,none,2,savings_or_life_insurance,26,none,rent,2,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,6,all_repaid_at_bank,furniture_equipment,1554,unknown_or_none,4_to_7_years,1,female_non_single_or_male_single,none,2,savings_or_life_insurance,24,none,free,2,skilled_employee_or_official,2,yes,no,good,under_25
200_plus_dm,22,no_or_repaid_credits,other,1283,1000_plus_dm,4_to_7_years,4,female_non_single_or_male_single,none,4,car_or_other,25,none,free,1,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,24,repaid_to_date,other,717,1000_plus_dm,7_plus_years,4,female_single,none,4,savings_or_life_insurance,54,none,rent,2,skilled_employee_or_official,2,yes,no,good,50_plus
no_checking_account,24,no_or_repaid_credits,used_car,1747,unknown_or_none,under_1_year,4,male_married_or_widowed,co_applicant,1,car_or_other,24,none,rent,1,resident_unskilled,2,no,yes,good,under_25
no_checking_account,9,all_repaid_at_bank,domestic_appliances,1288,below_100_dm,7_plus_years,3,male_married_or_widowed,guarantor,4,unknown_or_none,48,none,rent,2,skilled_employee_or_official,1,no,yes,good,35_49
no_checking_account,10,all_repaid_at_bank,other,1038,unknown_or_none,4_to_7_years,4,male_married_or_widowed,co_applicant,3,car_or_other,49,none,rent,2,skilled_employee_or_official,2,yes,no,good,35_49
200_plus_dm,10,no_or_repaid_credits,new_car,2848,below_100_dm,1_to_4_years,1,male_married_or_widowed,co_applicant,2,unknown_or_none,32,none,rent,1,skilled_employee_or_official,1,no,no,good,25_34
200_plus_dm,12,no_or_repaid_credits,new_car,1413,500_to_1000_dm,4_to_7_years,3,male_married_or_widowed,none,2,car_or_other,55,none,rent,1,skilled_employee_or_official,2,no,yes,good,50_plus
200_plus_dm,30,all_repaid_at_bank,furniture_equipment,3077,1000_plus_dm,7_plus_years,3,male_married_or_widowed,none,2,savings_or_life_insurance,40,none,rent,2,skilled_employee_or_official,1,yes,no,good,35_49
no_checking_account,24,critical_or_other_credits,new_car,3632,unknown_or_none,1_to_4_years,1,female_non_single_or_male_single,guarantor,4,savings_or_life_insurance,22,bank,free,1,skilled_employee_or_official,2,no,yes,good,under_25
200_plus_dm,18,all_repaid_at_bank,new_car,3229,1000_plus_dm,unemployed,2,male_married_or_widowed,none,4,real_estate,38,none,rent,1,manager_or_self_employed,2,yes,no,good,35_49
200_plus_dm,9,no_or_repaid_credits,other,3577,below_100_dm,1_to_4_years,1,male_married_or_widowed,guarantor,2,unknown_or_none,26,none,free,1,skilled_employee_or_official,1,no,yes,good,25_34
200_plus_dm,12,all_repaid_at_bank,other,682,below_100_dm,4_to_7_years,4,female_non_single_or_male_single,none,3,savings_or_life_insurance,51,none,rent,2,skilled_employee_or_official,2,yes,no,good,50_plus
200_plus_dm,10,no_or_repaid_credits,furniture_equipment,1924,unknown_or_none,1_to_4_years,1,male_married_or_widowed,none,4,car_or_other,38,none,rent,1,skilled_employee_or_official,2,yes,yes,good,35_49
200_plus_dm,10,no_or_repaid_credits,repairs,727,100_to_500_dm,7_plus_years,4,male_married_or_widowed,none,4,real_estate,46,none,own,1,skilled_employee_or_official,2,yes,no,good,35_49
0_to_200_dm,10,all_repaid_at_bank,other,781,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,4,real_estate,63,none,own,2,skilled_employee_or_official,2,yes,no,good,50_plus
no_checking_account,12,all_repaid_at_bank,other,2121,unknown_or_none,1_to_4_years,4,male_married_or_widowed,none,2,car_or_other,30,none,rent,2,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,12,all_repaid_at_bank,repairs,701,unknown_or_none,1_to_4_years,4,male_married_or_widowed,none,2,savings_or_life_insurance,32,none,rent,2,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,10,all_repaid_at_bank,used_car,2069,1000_plus_dm,1_to_4_years,2,female_single,none,1,savings_or_life_insurance,26,none,rent,2,skilled_employee_or_official,2,no,yes,good,25_34
200_plus_dm,24,no_or_repaid_credits,other,1525,500_to_1000_dm,4_to_7_years,4,female_non_single_or_male_single,none,3,savings_or_life_insurance,34,none,rent,1,skilled_employee_or_official,1,yes,no,good,25_34
200_plus_dm,48,all_repaid_at_bank,retraining,7629,1000_plus_dm,7_plus_years,4,male_divorced_or_separated,none,2,savings_or_life_insurance,46,bank,rent,2,manager_or_self_employed,1,no,no,good,35_49
no_checking_account,12,all_repaid_at_bank,other,3499,unknown_or_none,1_to_4_years,3,female_non_single_or_male_single,co_applicant,2,unknown_or_none,29,none,rent,2,skilled_employee_or_official,2,no,no,bad,25_34
200_plus_dm,6,no_or_repaid_credits,furniture_equipment,1346,below_100_dm,7_plus_years,2,male_married_or_widowed,none,4,real_estate,42,bank,own,1,skilled_employee_or_official,1,yes,no,good,35_49
200_plus_dm,36,all_repaid_at_bank,new_car,10477,1000_plus_dm,7_plus_years,2,male_married_or_widowed,none,4,real_estate,42,none,own,2,skilled_employee_or_official,2,no,no,good,35_49
no_checking_account,24,no_or_repaid_credits,new_car,2924,unknown_or_none,1_to_4_years,3,male_married_or_widowed,guarantor,4,real_estate,63,bank,rent,1,skilled_employee_or_official,1,yes,no,good,50_plus
200_plus_dm,10,all_repaid_at_bank,other,1231,unknown_or_none,7_plus_years,3,male_married_or_widowed,none,4,unknown_or_none,32,none,rent,2,resident_unskilled,1,no,yes,good,25_34
0_to_200_dm,18,no_or_repaid_credits,other,1961,unknown_or_none,7_plus_years,3,female_non_single_or_male_single,none,2,savings_or_life_insurance,23,none,rent,1,manager_or_self_employed,2,no,no,good,under_25
200_plus_dm,15,all_repaid_at_bank,other,5045,1000_plus_dm,7_plus_years,1,female_non_single_or_male_single,none,4,savings_or_life_insurance,59,none,rent,1,skilled_employee_or_official,2,yes,no,good,50_plus
200_plus_dm,12,all_repaid_at_bank,other,1255,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,4,unknown_or_none,61,none,rent,2,resident_unskilled,2,no,no,good,50_plus
no_checking_account,12,no_or_repaid_credits,used_car,1858,unknown_or_none,under_1_year,4,female_non_single_or_male_single,none,1,savings_or_life_insurance,22,none,free,1,skilled_employee_or_official,2,no,no,good,under_25
200_plus_dm,6,all_repaid_at_bank,used_car,1221,1000_plus_dm,1_to_4_years,1,female_single,none,2,car_or_other,27,none,rent,2,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,9,no_or_repaid_credits,used_car,1388,unknown_or_none,1_to_4_years,4,female_non_single_or_male_single,none,2,unknown_or_none,26,none,free,1,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,12,no_or_repaid_credits,furniture_equipment,2279,1000_plus_dm,1_to_4_years,4,male_married_or_widowed,none,4,real_estate,37,none,own,1,skilled_employee_or_official,2,yes,no,good,35_49
200_plus_dm,12,past_delay,used_car,2759,unknown_or_none,7_plus_years,2,male_married_or_widowed,none,4,car_or_other,34,none,rent,2,skilled_employee_or_official,2,no,no,good,25_34
0_to_200_dm,24,no_or_repaid_credits,furniture_equipment,1258,100_to_500_dm,1_to_4_years,3,female_non_single_or_male_single,none,3,savings_or_life_insurance,57,none,rent,1,resident_unskilled,2,no,no,good,50_plus
below_0_dm,12,past_delay,vacation,1410,unknown_or_none,1_to_4_years,2,male_married_or_widowed,none,2,unknown_or_none,31,none,rent,1,resident_unskilled,2,yes,no,good,25_34
no_checking_account,15,no_or_repaid_credits,other,1403,unknown_or_none,1_to_4_years,2,female_non_single_or_male_single,none,4,savings_or_life_insurance,28,none,free,1,skilled_employee_or_official,2,no,no,good,25_34
no_checking_account,24,no_or_repaid_credits,used_car,3021,unknown_or_none,1_to_4_years,2,male_divorced_or_separated,none,2,unknown_or_none,24,none,free,1,resident_unskilled,2,no,no,good,under_25
no_checking_account,24,no_or_repaid_credits,retraining,6568,unknown_or_none,1_to_4_years,2,female_single,none,2,savings_or_life_insurance,21,stores,rent,1,resident_unskilled,2,no,no,good,under_25
200_plus_dm,24,all_repaid_at_bank,furniture_equipment,2578,500_to_1000_dm,7_plus_years,2,male_married_or_widowed,none,2,savings_or_life_insurance,34,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
below_0_dm,24,all_repaid_at_bank,new_car,7758,500_to_1000_dm,7_plus_years,2,female_non_single_or_male_single,none,4,real_estate,29,none,free,1,skilled_employee_or_official,2,no,no,good,25_34
no_checking_account,6,no_or_repaid_credits,radio_television,343,unknown_or_none,under_1_year,4,female_non_single_or_male_single,none,1,unknown_or_none,27,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,21,repaid_to_date,used_car,1591,below_100_dm,4_to_7_years,4,male_married_or_widowed,none,3,unknown_or_none,34,none,rent,2,manager_or_self_employed,2,no,no,good,25_34
no_checking_account,27,no_or_repaid_credits,furniture_equipment,3416,unknown_or_none,1_to_4_years,3,male_married_or_widowed,none,2,savings_or_life_insurance,27,none,rent,1,manager_or_self_employed,2,no,no,good,25_34
no_checking_account,12,past_delay,domestic_appliances,1108,unknown_or_none,4_to_7_years,4,male_married_or_widowed,none,3,unknown_or_none,28,none,rent,2,skilled_employee_or_official,2,no,no,bad,25_34
below_0_dm,27,repaid_to_date,new_car,5965,unknown_or_none,7_plus_years,1,male_married_or_widowed,none,2,savings_or_life_insurance,30,none,rent,2,manager_or_self_employed,2,yes,no,good,25_34
below_0_dm,15,no_or_repaid_credits,domestic_appliances,1514,below_100_dm,1_to_4_years,4,male_married_or_widowed,guarantor,2,unknown_or_none,22,none,rent,1,skilled_employee_or_official,2,no,no,good,under_25
200_plus_dm,30,all_repaid_at_bank,furniture_equipment,6742,1000_plus_dm,4_to_7_years,2,male_married_or_widowed,none,3,car_or_other,36,none,rent,2,skilled_employee_or_official,2,no,no,good,35_49
no_checking_account,18,no_or_repaid_credits,used_car,3650,unknown_or_none,under_1_year,1,female_non_single_or_male_single,none,4,savings_or_life_insurance,22,none,free,1,skilled_employee_or_official,2,no,no,good,under_25
no_checking_account,21,no_or_repaid_credits,used_car,3599,unknown_or_none,4_to_7_years,1,female_non_single_or_male_single,none,4,savings_or_life_insurance,26,none,free,1,resident_unskilled,2,no,no,good,25_34
200_plus_dm,60,all_repaid_at_bank,other,13756,1000_plus_dm,7_plus_years,2,male_married_or_widowed,none,4,real_estate,63,bank,own,1,manager_or_self_employed,2,yes,no,good,50_plus
below_0_dm,9,no_or_repaid_credits,other,276,unknown_or_none,1_to_4_years,4,female_single,none,4,unknown_or_none,22,none,free,1,resident_unskilled,2,no,no,good,under_25
200_plus_dm,42,all_repaid_at_bank,used_car,4041,100_to_500_dm,1_to_4_years,4,male_married_or_widowed,none,4,unknown_or_none,36,none,rent,2,skilled_employee_or_official,2,yes,no,good,35_49
